run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,HLT_PFMET120_PFMHT120_IDTight,HLT_PFMETNoMu120_PFMHTNoMu_IDTight,HLT_PFHT800,HLT_PFHT900,HLT_IsoMu20,HLT_IsoMu24,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status,generator_weight,generator_weight_status
280330,41,78776370,41.7642,-2.40512,58.6663,-1.77032,0.224628,-16.9021,5,3,2,261.17,285.281,125.909,100.22,1,0,1,24.5679,1,0,0,0.653012,20,1420,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78987191,16.9149,0.920248,39.4102,-1.95213,1,-22.4954,5,1,0,39.4102,89.5292,39.4102,17.18,0,0,0,0,0,0,0,0.529703,22,1604,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78990643,50.057,0.683411,18.585,-0.219119,0.0128105,31.472,10,5,4,1450.77,1509.25,615.648,460.527,0,0,0,0,1,0,0,0.557028,16,1475,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79293045,56.2343,0.91119,0,0,0,56.2343,2,0,0,0,23.2943,12.8566,10.4377,0,0,0,0,0,0,0,0.542479,22,1541,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0
280330,41,79597752,28.1565,-1.51739,40.5316,-1.25035,0.0917203,-12.375,10,3,3,441.904,534.105,227.471,115.233,0,0,0,0,3,0,0,0.745198,21,1681,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79175543,48.8385,-0.405677,16.2219,-2.62011,0.0271395,32.6166,14,7,7,597.722,741.232,109.928,109.412,0,0,0,0,2,0,0,0.789798,30,2254,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80212914,87.5814,0.28328,115.019,0.88123,0.194843,-27.4371,15,7,4,590.313,743.071,171.875,145.449,3,1,4,87.183,5,3,1,0.996435,29,2192,7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78761394,17.181,0.0895179,0,0,0,17.181,2,0,0,0,49.228,25.6538,23.5743,0,0,0,0,0,0,0,0.349827,23,1534,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80067767,32.7517,0.427634,135.727,1.31777,0.417338,-102.975,9,3,3,325.221,428.826,122.868,107.476,0,0,0,0,3,0,0,0.79434,40,2272,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79579318,19.9882,2.99167,74.6808,-1.506,0.090802,-54.6926,9,4,4,822.458,898.188,349.708,320.756,1,1,2,102.28,3,2,1,0.991206,17,1525,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79433592,42.9944,1.59207,60.7057,1.05103,0.142004,-17.7113,11,3,3,427.492,542.256,235.013,140.458,0,1,1,32.6054,1,0,0,0.556585,26,1778,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78965302,57.5751,-1.55373,48.6936,1.18829,0.222079,8.88154,13,4,2,219.263,350.446,95.5292,55.9929,0,0,0,0,2,0,0,0.582686,21,1947,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79233717,41.7779,2.70294,89.2237,2.64231,0.165387,-47.4457,11,6,6,539.483,597.876,106.627,104.017,0,1,1,26.4575,0,0,0,0.532537,30,2137,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80162807,41.2343,-2.39734,43.4805,-2.79725,0.0900465,-2.24617,8,6,4,482.867,516.146,154.174,96.0496,0,0,0,0,3,2,2,0.992751,26,1940,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78750450,45.8751,0.30277,75.9366,1.03404,0.0776507,-30.0616,13,6,4,977.926,1082.4,419.277,269.832,0,1,1,158.771,1,0,0,0.574375,23,1679,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,78676145,14.8698,0.614296,13.2505,-2.40399,0.026572,1.61933,9,7,4,498.663,527.083,154.917,98.5256,0,1,1,14.053,1,0,0,0.727459,20,1665,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79916274,24.5639,-0.7546,258.11,2.46221,0.792494,-233.546,8,3,3,325.693,411.359,219.722,54.7161,1,0,1,12.0389,1,0,0,0.825248,30,1864,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80142646,80.6769,0.203528,54.07,-1.345,0.0690912,26.607,8,4,3,782.589,845.067,353.479,328.376,0,1,1,206.252,1,1,0,0.902624,18,1791,5,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79749238,29.1755,2.88438,17.1549,-0.614237,0.022932,12.0206,13,6,6,748.078,847.242,182.096,169.819,0,0,0,0,3,0,0,0.766707,26,1991,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78661751,35.0483,0.511858,264.508,-1.98843,0.541882,-229.46,9,4,3,488.128,548.505,291.626,103.918,0,0,0,0,4,1,0,0.924558,26,2118,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80106358,18.3104,2.30772,27.9912,1.80301,0.0263138,-9.68081,5,4,2,1063.75,1084.75,505.028,475.239,0,0,0,0,0,0,0,0.417714,18,1379,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,78821298,21.5296,-3.01991,42.3082,3.13063,0.0453377,-20.7786,9,5,5,933.18,993.76,427.465,308.675,0,1,1,166.496,1,0,0,0.643473,30,1774,4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,78471669,6.42559,2.99484,14.8405,-1.74594,0.0178138,-8.41486,14,4,3,833.089,1006.53,393.251,344.463,0,0,0,0,3,0,0,0.740877,17,1862,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79912248,26.913,-2.87089,62.1237,2.22479,0.0740289,-35.2107,6,4,4,839.181,862.365,341.778,269.58,0,0,0,0,2,0,0,0.559922,22,1700,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79191091,54.8082,0.241135,36.9969,0.0413555,0.20277,17.8114,5,2,2,182.457,225.717,109.497,72.9602,0,0,0,0,0,0,0,0.319823,18,1324,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79149046,41.9734,0.47356,68.2302,1.09111,0.080246,-26.2568,7,4,3,850.263,895.191,374.059,257.047,0,0,0,0,0,0,0,0.541668,24,2112,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79215282,49.1676,1.34542,20.3956,-2.71294,0.0297904,28.772,10,5,3,684.636,755.187,325.869,210.671,0,2,2,269.392,0,0,0,0.527257,27,2025,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79929521,19.9699,-2.80625,0,0,0,19.9699,5,0,0,0,78.1432,19.275,17.4417,0,0,0,0,0,0,0,0.528306,23,1832,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79375988,15.4639,1.73154,36.3537,1.94462,0.161906,-20.8898,7,2,2,224.535,291.531,130.267,94.2685,0,0,0,0,0,0,0,0.528581,23,1647,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78611633,42.172,0.716995,183.637,1.04055,0.307948,-141.465,9,3,3,596.326,682.752,364.183,166.962,3,0,3,48.3217,3,2,1,0.987901,20,1694,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78782708,45.4285,2.55235,26.0057,-2.45548,0.0231416,19.4228,6,3,3,1123.77,1167.24,560.166,510.504,1,0,1,33.8988,0,0,0,0.536738,15,1321,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79297076,44.5248,3.00103,22.0677,3.08852,0.0290513,22.4571,8,4,3,759.612,822.054,361.75,236.361,0,1,1,16.2586,1,0,0,0.69083,19,1376,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79488310,57.2797,0.519037,76.3509,-0.0250234,0.282755,-19.0711,10,4,3,270.025,365.18,109.536,68.3013,0,0,0,0,1,0,0,0.753024,17,1581,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79232564,85.7745,2.15797,67.1511,1.6302,0.0646456,18.6234,11,6,5,1038.76,1113.26,430.494,352.203,0,1,1,11.1884,2,0,0,0.75313,35,2352,6,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,80268788,19.8568,-2.71258,19.8703,-1.49938,0.0191562,-0.0135176,10,6,5,1037.27,1123.96,329.166,310.036,0,0,0,0,2,1,0,0.951209,18,1728,13,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79722743,35.5548,-1.26221,16.6492,2.25829,0.0231602,18.9056,10,3,3,718.871,830.715,337.057,283.163,0,0,0,0,3,0,0,0.730259,39,2763,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79022326,90.1905,1.38269,124.169,2.39069,0.321683,-33.979,13,4,3,385.999,552.836,175.154,100.706,0,1,1,10.0327,2,0,0,0.559494,27,2203,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79025402,48.1757,-0.645564,101.543,-0.357932,0.129141,-53.3671,10,5,3,786.293,885.323,334.651,288.166,2,2,4,135.136,1,1,1,0.990223,20,1595,6,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79849463,20.5769,0.142797,22.9559,-0.461933,0.038073,-2.37901,15,8,5,602.944,731.804,235.835,86.016,0,0,0,0,2,0,0,0.734276,29,2080,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78854708,53.8928,2.15463,18.806,2.33045,0.160555,35.0869,11,3,0,117.131,221.391,48.1174,37.604,0,0,0,0,3,0,0,0.836164,22,1948,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79450496,25.6862,-3.13949,8.57403,-2.60622,0.009935,17.1122,10,4,3,863.013,947.453,332.427,275.186,0,0,0,0,1,0,0,0.601723,26,1830,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79590260,16.2447,-0.510749,43.2388,-3.1131,0.04795,-26.9941,12,6,5,901.748,976.576,260.447,253.245,0,1,1,26.9591,1,0,0,0.552351,27,1881,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79928576,55.9228,-1.44485,34.8953,-0.870208,0.0442504,21.0275,6,3,3,788.587,832.308,359.895,238.501,4,0,4,154.834,1,0,0,0.555015,27,1930,2,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80081785,9.47218,2.83462,19.1055,2.31207,0.107518,-9.63335,8,2,2,177.696,264.383,98.3892,79.3071,0,2,2,28.1151,2,0,0,0.627216,29,2184,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78520630,36.3546,1.98134,0,0,0,36.3546,9,0,0,0,131,17.2462,17.1793,0,1,1,15.7747,3,0,0,0.679486,28,2128,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78888316,32.0421,-1.12118,7.14311,-3.07827,0.0116381,24.899,15,3,2,613.772,804.707,301.878,268.197,0,0,0,0,3,0,0,0.554025,36,2302,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78599738,64.1693,-2.27589,53.0275,-1.98985,0.0938265,11.1418,5,2,2,565.166,600.932,309.076,256.089,1,0,1,42.2182,2,0,0,0.819,29,1886,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78947647,17.7295,2.66949,0,0,0,17.7295,11,0,0,0,145.117,18.6762,16.1436,0,0,0,0,0,0,0,0.542462,26,1907,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80004025,77.5066,-2.2305,102.67,-2.71749,0.157759,-25.1631,10,2,2,650.799,773.781,376.674,274.125,1,0,1,11.5008,2,0,0,0.790388,24,1884,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79246587,24.5884,0.627548,30.9588,0.673947,0.0452063,-6.37044,13,7,5,684.834,785.232,161.554,136.874,1,2,3,42.8611,2,1,1,0.991383,26,1811,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78947646,31.5761,-0.357717,22.9289,2.34351,0.024111,8.64721,9,5,5,950.971,1034.16,389.721,229.845,1,0,1,10.9864,1,0,0,0.599989,28,1947,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,78871037,94.6423,0.886538,147.464,0.603809,0.149283,-52.822,13,3,3,987.817,1130.95,423.167,406.125,0,0,0,0,1,0,0,0.553553,31,2033,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79323198,53.8191,-0.876846,88.0423,-1.03945,0.19424,-34.2231,8,2,2,453.266,534.382,268.469,184.797,0,1,1,125.393,3,0,0,0.840785,20,1731,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78774848,75.1928,0.23162,45.0243,1.04385,0.0252979,30.1685,15,6,4,1779.76,1891.95,780.988,630.577,1,0,1,99.1494,4,0,0,0.656326,32,2182,4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79106619,61.7555,0.381434,21.1181,-2.74993,0.054228,40.6375,12,6,3,389.431,504.584,112.891,91.6262,0,0,0,0,1,0,0,0.776692,22,1897,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79440701,52.3745,-0.17918,75.6905,-0.754991,1,-23.3159,7,1,1,75.6905,157.972,75.6905,17.5878,0,0,0,0,1,0,0,0.552788,19,1750,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79244285,25.1891,-0.432776,52.5526,-1.8552,1,-27.3635,5,1,1,52.5526,111.678,52.5526,16.544,0,0,0,0,0,0,0,0.331863,27,1781,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78767358,51.6876,1.45854,23.9937,0.720986,0.0234693,27.6939,8,6,5,1022.34,1048.04,262.176,242.993,0,0,0,0,0,0,0,0.37767,25,1868,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79334714,43.3421,0.0861918,27.3195,-1.12937,0.103863,16.0226,8,2,2,263.033,348.583,140.379,122.655,0,0,0,0,3,0,0,0.80251,26,1976,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79512125,51.7282,-0.179858,41.3614,0.354011,0.127741,10.3667,7,4,2,323.793,363.823,139.195,95.0722,0,0,0,0,2,0,0,0.555944,31,1993,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78910777,75.6213,2.42278,62.7961,2.01185,0.0452483,12.8252,12,4,3,1387.81,1512.7,706.1,586.054,1,1,2,380.209,1,0,0,0.556359,26,1928,5,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79691833,12.6882,1.12811,38.3168,1.70118,0.0413033,-25.6286,11,4,4,927.696,1025.33,394.213,300.052,0,1,1,51.3657,6,3,0,0.905859,28,2298,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79547262,24.6163,-1.83048,280.032,-2.03146,1,-255.416,7,1,1,280.032,376.21,280.032,27.0329,0,0,0,0,1,0,0,0.79215,17,1564,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78928062,72.5676,1.56096,34.4283,2.44579,0.0449473,38.1392,9,3,3,765.97,849.372,396.947,267.855,0,1,1,166.203,3,0,0,0.814682,25,1886,3,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78645819,23.6366,-0.642598,30.0473,-0.324348,0.0836924,-6.41072,13,4,4,359.021,492.525,110.263,86.5194,0,1,1,25.975,1,1,0,0.883922,38,2240,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78952250,6.81261,2.39547,47.1002,0.0589783,0.0709707,-40.2876,8,4,4,663.657,732.367,354.34,131.694,0,1,1,21.3205,2,1,1,0.997289,19,1532,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78576127,35.1973,-1.62215,31.139,-0.882064,0.0327411,4.0583,10,4,3,951.066,1046.36,427.508,416.126,3,0,3,67.9748,1,0,0,0.600615,17,1603,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79573755,53.8403,-1.56953,57.1264,1.53672,1,-3.2861,5,1,1,57.1264,104.49,57.1264,15.108,0,0,0,0,3,0,0,0.771536,21,1589,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79978681,6.34618,-0.974267,7.64391,2.5328,0.00904211,-1.29773,11,4,4,845.368,954.474,408.303,240.025,0,1,1,12.8648,4,0,0,0.728887,26,1952,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78966654,47.4167,0.129799,42.2396,0.0661823,0.0972224,5.17706,8,3,2,434.464,511.802,203.52,196.778,0,0,0,0,2,0,0,0.557087,25,1906,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79161341,62.5766,1.01268,82.6104,1.10618,0.0805259,-20.0338,8,4,4,1025.89,1092.26,335.055,264.343,0,0,0,0,3,1,0,0.91141,22,1965,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79681465,25.9955,-1.72601,0,0,0,25.9955,5,0,0,0,62.9781,15.1305,14.7213,0,0,0,0,0,0,0,0.536285,27,1895,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79920512,18.5853,-2.86913,9.6213,-2.50226,0.0118023,8.96403,9,6,4,815.203,847.793,262.931,250.238,3,0,3,125.419,1,0,0,0.556991,30,1873,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79965439,34.3934,1.92033,0,0,0,34.3934,8,0,0,0,128.882,24.9575,22.5123,0,0,0,0,1,0,0,0.766394,29,1943,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78714937,31.4073,-2.43941,25.0935,2.31178,0.0308905,6.31373,6,3,3,812.338,849.851,410.187,233.382,1,0,1,18.5464,3,0,0,0.689785,23,1704,9,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80008062,56.0368,-1.50196,59.9807,-1.23963,0.0881195,-3.94395,6,3,3,680.675,724.028,357.705,259.814,0,1,1,41.4518,0,0,0,0.491634,20,1529,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78940736,35.3836,-0.629486,43.4204,-1.81449,0.0412779,-8.03673,7,4,3,1051.9,1092.47,412.203,370.434,2,0,2,104.226,1,0,0,0.639274,33,1784,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79869245,74.1985,0.352481,54.0411,2.56695,0.088344,20.1574,13,3,3,611.712,789.456,331.506,185.304,0,0,0,0,3,0,0,0.574525,21,2025,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80155514,23.2719,2.68434,69.8606,-0.974198,0.0850205,-46.5888,9,2,2,821.692,914.228,445.776,375.915,1,0,1,10.0075,1,0,0,0.667563,26,2106,2,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78716091,81.5425,2.13035,192.684,-0.196749,0.294707,-111.142,16,7,4,653.816,809.345,231.685,145.236,0,0,0,0,3,0,0,0.711461,25,2115,4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,80025338,75.0523,0.934671,0,0,0,75.0523,3,0,0,0,43.1972,17.347,13.1996,0,0,0,0,0,0,0,0.308996,29,1792,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78422911,71.97,0.146784,20.4554,0.103014,0.0458552,51.5147,10,6,5,446.087,494.595,138.113,90.322,0,0,0,0,3,0,0,0.587825,26,2182,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78544444,62.6362,-1.81041,93.9564,-1.66832,0.127505,-31.3202,6,3,3,736.881,781.987,320.247,316.102,1,0,1,33.3191,0,0,0,0.436912,26,1947,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78554813,47.7184,2.82366,31.9861,-0.195422,0.0826456,15.7323,14,5,4,387.028,523.611,126.743,89.6003,0,2,2,48.246,4,0,0,0.776987,46,3134,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78409661,33.7168,-0.2098,19.7424,-1.59918,0.169913,13.9744,8,2,1,116.191,210.911,66.2785,49.9126,1,0,1,17.2379,1,0,0,0.557703,29,1789,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80235577,19.2808,-1.5304,12.1858,2.35186,0.0150798,7.09504,7,4,4,808.086,856.542,356.794,313.656,0,0,0,0,1,0,0,0.556118,26,1829,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79816826,47.6828,2.10354,9.07917,3.14017,0.0115726,38.6036,8,5,4,784.539,823.966,257.131,241.448,1,3,4,92.7116,1,0,0,0.714515,21,1621,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78995452,52.591,2.43162,36.3278,1.03261,0.0772766,16.2632,14,7,5,470.101,570.953,100.705,84.8837,0,0,0,0,3,0,0,0.769567,27,2236,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79135417,56.6081,0.372357,139.785,-0.19222,0.32725,-83.177,15,6,4,427.151,580.991,150.775,93.7829,2,1,3,37.9481,2,0,0,0.607926,29,2008,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80002304,52.9885,0.561395,19.656,-1.15115,0.0618471,33.3324,20,3,2,317.816,597.311,146.614,133.981,0,1,1,16.5678,5,0,0,0.582279,47,2643,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80116347,67.6979,2.15351,19.5165,-2.72273,0.0393629,48.1815,7,4,4,495.809,542.939,203.021,148.323,0,1,1,16.9445,3,2,2,0.997059,17,1547,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79648710,15.0487,-2.50861,60.2329,-2.82427,1,-45.1842,6,1,1,60.2329,123.056,60.2329,15.4671,0,0,0,0,2,0,0,0.555585,22,1726,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79097480,35.8929,-2.78907,14.0655,2.77272,0.0144688,21.8274,3,2,2,972.13,983.725,488.001,484.129,0,0,0,0,1,0,0,0.564312,22,1579,6,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79407366,20.6109,-2.27856,20.6403,-0.577367,0.0239973,-0.029339,9,3,2,860.107,947.47,414.808,404.249,0,0,0,0,2,0,0,0.639728,19,1732,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80207931,71.3173,0.271663,103.634,-0.131592,0.219733,-32.3171,9,2,2,471.639,558.77,286.176,185.462,0,0,0,0,3,0,0,0.767067,25,2039,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,79914822,18.7011,2.10825,40.2477,1.04179,0.059997,-21.5467,11,8,4,670.829,709.566,152.902,140.014,0,0,0,0,2,0,0,0.672394,26,1659,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,80327741,35.6465,2.76233,133.367,-1.64307,0.192933,-97.7208,9,3,3,691.263,797.142,375.875,206.466,2,2,4,238.47,1,0,0,0.812362,39,2512,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
280330,41,78543365,37.2111,2.65732,281.502,-3.0646,0.468843,-244.291,12,4,3,600.42,737.487,230.928,201.593,0,0,0,0,4,1,0,0.861019,17,1571,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
280330,41,79478787,57.4756,-1.71818,49.2712,0.993024,0.102241,8.20437,18,6,4,481.914,707.113,165.236,115.648,1,0,1,31.6212,5,0,0,0.813957,33,2154,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
